,Time,Sex,AgeStart,Value
2,1990,Both sexes,0,335284.5
5,1990,Both sexes,1,309718.0
8,1990,Both sexes,2,292661.5
11,1990,Both sexes,3,280229.0
14,1990,Both sexes,4,269690.5
17,1990,Both sexes,5,259892.99999999997
20,1990,Both sexes,6,250901.0
23,1990,Both sexes,7,242626.0
26,1990,Both sexes,8,234681.0
29,1990,Both sexes,9,227677.5
32,1990,Both sexes,10,222466.5
35,1990,Both sexes,11,218114.5
38,1990,Both sexes,12,213381.5
41,1990,Both sexes,13,208050.0
44,1990,Both sexes,14,202337.0
47,1990,Both sexes,15,195305.5
50,1990,Both sexes,16,187441.0
53,1990,Both sexes,17,180001.5
56,1990,Both sexes,18,172297.0
59,1990,Both sexes,19,164715.5
62,1990,Both sexes,20,156884.0
65,1990,Both sexes,21,149211.0
68,1990,Both sexes,22,142069.0
71,1990,Both sexes,23,135210.0
74,1990,Both sexes,24,128889.99999999999
77,1990,Both sexes,25,122835.5
80,1990,Both sexes,26,117067.5
83,1990,Both sexes,27,111401.0
86,1990,Both sexes,28,105826.0
89,1990,Both sexes,29,100518.5
92,1990,Both sexes,30,95235.5
95,1990,Both sexes,31,90033.5
98,1990,Both sexes,32,85072.0
1,1990,Both sexes,33,80398.5
4,1990,Both sexes,34,76093.5
7,1990,Both sexes,35,72106.5
10,1990,Both sexes,36,68328.5
13,1990,Both sexes,37,64786.0
16,1990,Both sexes,38,61501.5
19,1990,Both sexes,39,58597.0
22,1990,Both sexes,40,54127.5
25,1990,Both sexes,41,49150.5
28,1990,Both sexes,42,47415.0
31,1990,Both sexes,43,46764.5
34,1990,Both sexes,44,45112.0
37,1990,Both sexes,45,43309.5
40,1990,Both sexes,46,41562.0
43,1990,Both sexes,47,39963.5
46,1990,Both sexes,48,38523.5
49,1990,Both sexes,49,37235.5
52,1990,Both sexes,50,36103.5
55,1990,Both sexes,51,35136.0
58,1990,Both sexes,52,34146.5
61,1990,Both sexes,53,32980.0
64,1990,Both sexes,54,31751.0
67,1990,Both sexes,55,30636.0
70,1990,Both sexes,56,29622.0
73,1990,Both sexes,57,28584.5
76,1990,Both sexes,58,27516.0
79,1990,Both sexes,59,26436.5
82,1990,Both sexes,60,25363.5
85,1990,Both sexes,61,24303.0
88,1990,Both sexes,62,23251.0
91,1990,Both sexes,63,22208.5
94,1990,Both sexes,64,21166.5
97,1990,Both sexes,65,20109.0
0,1990,Both sexes,66,19123.5
3,1990,Both sexes,67,18121.0
6,1990,Both sexes,68,17072.5
9,1990,Both sexes,69,15994.5
12,1990,Both sexes,70,14912.0
15,1990,Both sexes,71,13838.5
18,1990,Both sexes,72,12778.0
21,1990,Both sexes,73,11739.5
24,1990,Both sexes,74,10734.0
27,1990,Both sexes,75,9755.5
30,1990,Both sexes,76,8812.0
33,1990,Both sexes,77,7906.0
36,1990,Both sexes,78,7027.0
39,1990,Both sexes,79,6187.0
42,1990,Both sexes,80,5397.5
45,1990,Both sexes,81,4665.0
48,1990,Both sexes,82,3986.0
51,1990,Both sexes,83,3361.0
54,1990,Both sexes,84,2796.0
57,1990,Both sexes,85,2292.5
60,1990,Both sexes,86,1849.5
63,1990,Both sexes,87,1469.0
66,1990,Both sexes,88,1150.0
69,1990,Both sexes,89,885.5
72,1990,Both sexes,90,670.0
75,1990,Both sexes,91,499.5
78,1990,Both sexes,92,364.0
81,1990,Both sexes,93,257.5
84,1990,Both sexes,94,177.0
87,1990,Both sexes,95,119.0
90,1990,Both sexes,96,78.0
93,1990,Both sexes,97,50.5
96,1990,Both sexes,98,33.0
99,1990,Both sexes,99,21.5
2,1990,Both sexes,100,32.0
